protein_id,experiment_name,time_stamp,n_chainbreaks,non_loop_fraction,non_loop_cutoff,radius_of_gyration,status,rejection_reason,error_reason
hsl014024,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:39:21+00:00,0,0,0.7,19.32076818,REJECTED,loopy_structure,
hsl014091,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:39:22+00:00,0,0,0.7,19.22644501,REJECTED,loopy_structure,
hsl014095,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:39:22+00:00,0,0,0.7,18.7698747,REJECTED,loopy_structure,
hsl014203,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:39:26+00:00,2,0,0.7,19.55508298,REJECTED,chainbreaks;loopy_structure,
hsl014208,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:39:26+00:00,0,0,0.7,19.24635063,REJECTED,loopy_structure,
hsl014221,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:39:27+00:00,0,0,0.7,18.55866187,REJECTED,loopy_structure,
hsl014249,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:39:28+00:00,2,0,0.7,19.40023855,REJECTED,chainbreaks;loopy_structure,
hsl014264,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:39:29+00:00,0,0,0.7,19.01635319,REJECTED,loopy_structure,
hsl014318,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:39:33+00:00,0,0,0.7,19.21183491,REJECTED,loopy_structure,
hsl014345,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:39:36+00:00,0,0,0.7,19.21437384,REJECTED,loopy_structure,
hsl014359,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:39:37+00:00,0,0,0.7,18.78450338,REJECTED,loopy_structure,
hsl014389,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:39:40+00:00,2,0,0.7,19.51190005,REJECTED,chainbreaks;loopy_structure,
hsl014415,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:39:43+00:00,0,0,0.7,18.82149631,REJECTED,loopy_structure,
hsl014438,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:39:46+00:00,0,0,0.7,19.43675322,REJECTED,loopy_structure,
hsl014499,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:39:54+00:00,0,0,0.7,19.08731057,REJECTED,loopy_structure,
hsl014512,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:39:56+00:00,0,0,0.7,18.89996309,REJECTED,loopy_structure,
hsl014553,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:40:03+00:00,0,0,0.7,18.94158821,REJECTED,loopy_structure,
hsl014560,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:40:04+00:00,0,0,0.7,18.65111106,REJECTED,loopy_structure,
hsl014729,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:40:36+00:00,0,0,0.7,18.93136244,REJECTED,loopy_structure,
hsl014730,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:40:36+00:00,0,0,0.7,19.04406132,REJECTED,loopy_structure,
hsl014797,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:40:51+00:00,0,0,0.7,18.99912716,REJECTED,loopy_structure,
hsl014831,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:40:59+00:00,0,0,0.7,19.2660369,REJECTED,loopy_structure,
hsl014850,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:03+00:00,0,0,0.7,19.08969207,REJECTED,loopy_structure,
hsl014863,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:07+00:00,0,0,0.7,18.94784702,REJECTED,loopy_structure,
hsl014936,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:26+00:00,0,0,0.7,19.38323406,REJECTED,loopy_structure,
hsl014943,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:28+00:00,0,0,0.7,19.14486582,REJECTED,loopy_structure,
hsl014995,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:42+00:00,0,0,0.7,18.74471991,REJECTED,loopy_structure,
hsm013014,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:44+00:00,0,0,0.7,18.6370577,REJECTED,loopy_structure,
hsm013024,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:44+00:00,0,0,0.7,18.81570859,REJECTED,loopy_structure,
hsm013026,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:44+00:00,0,0,0.7,19.04437723,REJECTED,loopy_structure,
hsm013032,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:44+00:00,0,0,0.7,18.9041852,REJECTED,loopy_structure,
hsm013036,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:44+00:00,0,0,0.7,18.43470124,REJECTED,loopy_structure,
hsm013057,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:45+00:00,0,0,0.7,19.09982843,REJECTED,loopy_structure,
hsm013060,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:45+00:00,0,0,0.7,19.19915683,REJECTED,loopy_structure,
hsm013097,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:45+00:00,0,0,0.7,18.92025789,REJECTED,loopy_structure,
hsm013105,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:46+00:00,0,0,0.7,18.79884094,REJECTED,loopy_structure,
hsm013106,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:46+00:00,1,0,0.7,18.13415285,REJECTED,chainbreaks;loopy_structure,
hsm013111,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:46+00:00,0,0,0.7,18.5620359,REJECTED,loopy_structure,
hsm013112,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:46+00:00,0,0,0.7,18.60835551,REJECTED,loopy_structure,
hsm013114,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:46+00:00,0,0,0.7,18.69851972,REJECTED,loopy_structure,
hsm013117,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:46+00:00,1,0,0.7,18.51526417,REJECTED,chainbreaks;loopy_structure,
hsm013119,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:46+00:00,0,0,0.7,18.36011624,REJECTED,loopy_structure,
hsm013122,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:46+00:00,0,0,0.7,18.65263272,REJECTED,loopy_structure,
hsm013123,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:46+00:00,0,0,0.7,18.46707534,REJECTED,loopy_structure,
hsm013132,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:46+00:00,0,0,0.7,18.32214656,REJECTED,loopy_structure,
hsm013134,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:46+00:00,0,0,0.7,18.48997554,REJECTED,loopy_structure,
hsm013135,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:46+00:00,0,0,0.7,18.42552808,REJECTED,loopy_structure,
hsm013151,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:47+00:00,0,0,0.7,18.71998804,REJECTED,loopy_structure,
hsm013153,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:47+00:00,0,0,0.7,18.5032135,REJECTED,loopy_structure,
hsm013155,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:47+00:00,0,0,0.7,19.07750041,REJECTED,loopy_structure,
hsm013158,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:47+00:00,0,0,0.7,18.58598772,REJECTED,loopy_structure,
hsm013161,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:47+00:00,0,0,0.7,18.48079891,REJECTED,loopy_structure,
hsm013164,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:47+00:00,0,0,0.7,18.74800666,REJECTED,loopy_structure,
hsm013167,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:48+00:00,0,0,0.7,18.34950102,REJECTED,loopy_structure,
hsm013170,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:48+00:00,0,0,0.7,18.60667788,REJECTED,loopy_structure,
hsm013172,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:48+00:00,0,0,0.7,19.06469048,REJECTED,loopy_structure,
hsm013180,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:48+00:00,0,0,0.7,18.76855533,REJECTED,loopy_structure,
hsm013183,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:48+00:00,1,0,0.7,18.99901065,REJECTED,chainbreaks;loopy_structure,
hsm013185,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:48+00:00,0,0,0.7,18.55755424,REJECTED,loopy_structure,
hsm013189,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:49+00:00,0,0,0.7,18.25652294,REJECTED,loopy_structure,
hsm013213,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:50+00:00,0,0,0.7,18.4621394,REJECTED,loopy_structure,
hsm013224,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:50+00:00,1,0,0.7,18.45285325,REJECTED,chainbreaks;loopy_structure,
hsm013226,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:50+00:00,0,0,0.7,18.92784641,REJECTED,loopy_structure,
hsm013227,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:51+00:00,0,0,0.7,18.80695729,REJECTED,loopy_structure,
hsm013238,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:51+00:00,0,0,0.7,18.91770284,REJECTED,loopy_structure,
hsm013239,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:51+00:00,0,0,0.7,18.31917057,REJECTED,loopy_structure,
hsm013240,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:51+00:00,0,0,0.7,19.13489976,REJECTED,loopy_structure,
hsm013249,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:52+00:00,0,0,0.7,18.44614012,REJECTED,loopy_structure,
hsm013255,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:52+00:00,0,0,0.7,18.64472174,REJECTED,loopy_structure,
hsm013261,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:53+00:00,0,0,0.7,18.33770762,REJECTED,loopy_structure,
hsm013268,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:53+00:00,0,0,0.7,19.05494019,REJECTED,loopy_structure,
hsm013269,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:53+00:00,0,0,0.7,18.28218618,REJECTED,loopy_structure,
hsm013282,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:54+00:00,0,0,0.7,18.71817566,REJECTED,loopy_structure,
hsm013301,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:55+00:00,0,0,0.7,18.64696189,REJECTED,loopy_structure,
hsm013302,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:55+00:00,0,0,0.7,18.05683316,REJECTED,loopy_structure,
hsm013305,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:56+00:00,0,0,0.7,18.78201512,REJECTED,loopy_structure,
hsm013311,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:56+00:00,0,0,0.7,18.57869934,REJECTED,loopy_structure,
hsm013314,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:56+00:00,0,0,0.7,18.4057998,REJECTED,loopy_structure,
hsm013318,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:57+00:00,0,0,0.7,18.47173827,REJECTED,loopy_structure,
hsm013322,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:57+00:00,0,0,0.7,18.21885764,REJECTED,loopy_structure,
hsm013324,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:57+00:00,0,0,0.7,18.21261056,REJECTED,loopy_structure,
hsm013332,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:58+00:00,0,0,0.7,18.67317048,REJECTED,loopy_structure,
hsm013333,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:58+00:00,0,0,0.7,18.62547507,REJECTED,loopy_structure,
hsm013337,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:58+00:00,0,0,0.7,18.42992506,REJECTED,loopy_structure,
hsm013340,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:58+00:00,0,0,0.7,18.36923744,REJECTED,loopy_structure,
hsm013344,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:59+00:00,0,0,0.7,18.6177227,REJECTED,loopy_structure,
hsm013349,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:59+00:00,0,0,0.7,19.24512947,REJECTED,loopy_structure,
hsm013352,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:59+00:00,0,0,0.7,18.68356603,REJECTED,loopy_structure,
hsm013357,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:00+00:00,0,0,0.7,18.26860787,REJECTED,loopy_structure,
hsm013363,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:00+00:00,0,0,0.7,18.61219662,REJECTED,loopy_structure,
hsm013367,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:01+00:00,0,0,0.7,18.90408875,REJECTED,loopy_structure,
hsm013376,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:02+00:00,0,0,0.7,19.16608795,REJECTED,loopy_structure,
hsm013377,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:02+00:00,0,0,0.7,19.34268189,REJECTED,loopy_structure,
hsm013383,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:02+00:00,0,0,0.7,18.084667,REJECTED,loopy_structure,
hsm013398,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:04+00:00,0,0,0.7,19.08426736,REJECTED,loopy_structure,
hsm013408,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:05+00:00,0,0,0.7,18.35221943,REJECTED,loopy_structure,
hsm013412,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:05+00:00,0,0,0.7,18.40520487,REJECTED,loopy_structure,
hsm013413,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:05+00:00,0,0,0.7,18.62720792,REJECTED,loopy_structure,
hsm013417,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:06+00:00,0,0,0.7,18.56930187,REJECTED,loopy_structure,
hsm013422,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:06+00:00,0,0,0.7,18.4558904,REJECTED,loopy_structure,
hsm013426,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:07+00:00,0,0,0.7,18.36003017,REJECTED,loopy_structure,
hsm013428,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:07+00:00,0,0,0.7,18.64901785,REJECTED,loopy_structure,
hsm013432,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:07+00:00,0,0,0.7,18.54143969,REJECTED,loopy_structure,
hsm013434,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:07+00:00,0,0,0.7,18.65269752,REJECTED,loopy_structure,
hsm013437,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:08+00:00,0,0,0.7,18.73813353,REJECTED,loopy_structure,
hsm013439,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:08+00:00,0,0,0.7,18.47198339,REJECTED,loopy_structure,
hsm013440,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:08+00:00,0,0,0.7,18.60324664,REJECTED,loopy_structure,
hsm013456,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:10+00:00,0,0,0.7,18.85911795,REJECTED,loopy_structure,
hsm013458,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:10+00:00,0,0,0.7,18.73843698,REJECTED,loopy_structure,
hsm013462,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:10+00:00,0,0,0.7,18.76672126,REJECTED,loopy_structure,
hsm013465,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:11+00:00,0,0,0.7,18.37985581,REJECTED,loopy_structure,
hsm013467,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:11+00:00,0,0,0.7,19.15802966,REJECTED,loopy_structure,
hsm013468,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:11+00:00,0,0,0.7,18.17085954,REJECTED,loopy_structure,
hsm013480,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:13+00:00,0,0,0.7,18.64956501,REJECTED,loopy_structure,
hsm013483,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:13+00:00,0,0,0.7,18.48277979,REJECTED,loopy_structure,
hsm013491,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:14+00:00,2,0,0.7,18.87601066,REJECTED,chainbreaks;loopy_structure,
hsm013492,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:14+00:00,0,0,0.7,18.39943878,REJECTED,loopy_structure,
hsm013500,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:15+00:00,0,0,0.7,18.7790253,REJECTED,loopy_structure,
hsm013507,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:16+00:00,0,0,0.7,18.88377468,REJECTED,loopy_structure,
hsm013517,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:17+00:00,0,0,0.7,18.35143094,REJECTED,loopy_structure,
hsm013519,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:17+00:00,0,0,0.7,18.3953386,REJECTED,loopy_structure,
hsm013524,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:18+00:00,0,0,0.7,18.87586433,REJECTED,loopy_structure,
hsm013525,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:18+00:00,0,0,0.7,18.79517259,REJECTED,loopy_structure,
hsm013528,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:18+00:00,0,0,0.7,18.34634784,REJECTED,loopy_structure,
hsm013529,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:19+00:00,0,0,0.7,18.89881124,REJECTED,loopy_structure,
hsm013531,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:19+00:00,0,0,0.7,19.04209608,REJECTED,loopy_structure,
hsm013532,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:19+00:00,0,0,0.7,18.38647913,REJECTED,loopy_structure,
hsm013535,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:19+00:00,0,0,0.7,18.10658847,REJECTED,loopy_structure,
hsm013544,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:21+00:00,0,0,0.7,18.55480107,REJECTED,loopy_structure,
hsm013545,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:21+00:00,0,0,0.7,18.67841643,REJECTED,loopy_structure,
hsm013549,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:21+00:00,0,0,0.7,18.07322197,REJECTED,loopy_structure,
hsm013550,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:21+00:00,0,0,0.7,18.66956215,REJECTED,loopy_structure,
hsm013554,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:22+00:00,0,0,0.7,18.73649712,REJECTED,loopy_structure,
hsm013558,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:22+00:00,0,0,0.7,18.59914994,REJECTED,loopy_structure,
hsm013559,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:23+00:00,0,0,0.7,18.62453918,REJECTED,loopy_structure,
hsm013573,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:25+00:00,0,0,0.7,18.58519991,REJECTED,loopy_structure,
hsm013581,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:26+00:00,0,0,0.7,18.7771877,REJECTED,loopy_structure,
hsm013595,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:28+00:00,0,0,0.7,18.87797099,REJECTED,loopy_structure,
hsm013605,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:29+00:00,0,0,0.7,19.49352708,REJECTED,loopy_structure,
hsm013608,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:30+00:00,0,0,0.7,19.10914807,REJECTED,loopy_structure,
hsm013609,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:30+00:00,0,0,0.7,18.82780888,REJECTED,loopy_structure,
hsm013610,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:30+00:00,0,0,0.7,19.12892426,REJECTED,loopy_structure,
hsm013611,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:30+00:00,0,0,0.7,18.47789191,REJECTED,loopy_structure,
hsm013613,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:30+00:00,0,0,0.7,18.99278181,REJECTED,loopy_structure,
hsm013619,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:31+00:00,0,0,0.7,18.61218972,REJECTED,loopy_structure,
hsm013620,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:31+00:00,0,0,0.7,18.27205306,REJECTED,loopy_structure,
hsm013622,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:32+00:00,0,0,0.7,19.42911279,REJECTED,loopy_structure,
hsm013623,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:32+00:00,0,0,0.7,18.69801207,REJECTED,loopy_structure,
hsm013625,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:32+00:00,0,0,0.7,18.82973054,REJECTED,loopy_structure,
hsm013628,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:33+00:00,0,0,0.7,18.45580649,REJECTED,loopy_structure,
hsm013631,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:33+00:00,0,0,0.7,17.95075861,REJECTED,loopy_structure,
hsm013639,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:34+00:00,0,0,0.7,18.49672912,REJECTED,loopy_structure,
hsm013644,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:35+00:00,0,0,0.7,18.57480584,REJECTED,loopy_structure,
hsm013646,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:35+00:00,0,0,0.7,18.68821398,REJECTED,loopy_structure,
hsm013650,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:36+00:00,0,0,0.7,18.53489143,REJECTED,loopy_structure,
hsm013652,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:36+00:00,0,0,0.7,18.89540915,REJECTED,loopy_structure,
hsm013656,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:37+00:00,0,0,0.7,18.50440829,REJECTED,loopy_structure,
hsm013681,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:41+00:00,0,0,0.7,18.99886786,REJECTED,loopy_structure,
hsm013683,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:41+00:00,0,0,0.7,18.62891243,REJECTED,loopy_structure,
hsm013688,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:42+00:00,0,0,0.7,18.64771636,REJECTED,loopy_structure,
hsm013716,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:47+00:00,0,0,0.7,18.90311316,REJECTED,loopy_structure,
hsm013726,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:49+00:00,0,0,0.7,19.10598825,REJECTED,loopy_structure,
hsm013727,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:49+00:00,0,0,0.7,18.39989764,REJECTED,loopy_structure,
hsm013735,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:50+00:00,0,0,0.7,18.84039596,REJECTED,loopy_structure,
hsm013744,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:52+00:00,0,0,0.7,18.83299899,REJECTED,loopy_structure,
hsm013745,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:52+00:00,0,0,0.7,18.34963148,REJECTED,loopy_structure,
hsm013753,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:54+00:00,2,0,0.7,18.90334139,REJECTED,chainbreaks;loopy_structure,
hsm013758,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:55+00:00,2,0,0.7,19.27815478,REJECTED,chainbreaks;loopy_structure,
hsm013767,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:56+00:00,0,0,0.7,18.07625132,REJECTED,loopy_structure,
hsm013773,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:57+00:00,0,0,0.7,18.63305399,REJECTED,loopy_structure,
hsm013778,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:58+00:00,0,0,0.7,19.00338313,REJECTED,loopy_structure,
hsm013779,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:59+00:00,0,0,0.7,18.73202728,REJECTED,loopy_structure,
hsm013793,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:43:01+00:00,0,0,0.7,18.54745387,REJECTED,loopy_structure,
hsm013797,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:43:02+00:00,0,0,0.7,18.76731229,REJECTED,loopy_structure,
hsm013798,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:43:02+00:00,0,0,0.7,18.35568663,REJECTED,loopy_structure,
hsm013807,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:43:04+00:00,0,0,0.7,19.13541572,REJECTED,loopy_structure,
hsm013809,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:43:04+00:00,0,0,0.7,18.87947836,REJECTED,loopy_structure,
hsm013822,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:43:07+00:00,0,0,0.7,18.88698131,REJECTED,loopy_structure,
hsm013825,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:43:08+00:00,0,0,0.7,18.54439342,REJECTED,loopy_structure,
hsm013835,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:43:10+00:00,0,0,0.7,18.94261764,REJECTED,loopy_structure,
hsm013838,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:43:10+00:00,0,0,0.7,19.15355278,REJECTED,loopy_structure,
hsm013842,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:43:11+00:00,0,0,0.7,19.19736396,REJECTED,loopy_structure,
hsm013850,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:43:13+00:00,0,0,0.7,18.90166592,REJECTED,loopy_structure,
hsm013859,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:43:15+00:00,0,0,0.7,19.10014388,REJECTED,loopy_structure,
hsm013864,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:43:16+00:00,0,0,0.7,18.83960325,REJECTED,loopy_structure,
hsm013867,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:43:16+00:00,0,0,0.7,18.65174432,REJECTED,loopy_structure,
hsm013873,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:43:18+00:00,0,0,0.7,18.73817723,REJECTED,loopy_structure,
hsm013874,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:43:18+00:00,0,0,0.7,18.54616452,REJECTED,loopy_structure,
hsm013877,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:43:18+00:00,0,0,0.7,18.69324194,REJECTED,loopy_structure,
hsm013879,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:43:19+00:00,2,0,0.7,18.83467293,REJECTED,chainbreaks;loopy_structure,
hsm013886,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:43:20+00:00,0,0,0.7,18.49230133,REJECTED,loopy_structure,
hsm013887,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:43:21+00:00,0,0,0.7,18.57057246,REJECTED,loopy_structure,
